City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
256,Hofn,IS,2021-04-23 00:23:34,64.2539,-15.2082,37.85,78,100,3.98
257,Bridlington,GB,2021-04-23 00:22:11,54.0831,-0.1919,39.0,48,44,1.01
258,Nabire,ID,2021-04-23 00:23:35,-3.3667,135.4833,82.62,75,99,0.47
259,Misratah,LY,2021-04-23 00:22:21,32.3754,15.0925,69.35,55,32,17.52
260,Nassjo,SE,2021-04-23 00:23:35,57.6531,14.6968,32.0,69,0,8.05
261,Teseney,ER,2021-04-23 00:23:35,15.11,36.6575,86.65,30,48,3.67
262,Yatou,CN,2021-04-23 00:23:36,37.15,122.3833,51.58,92,100,19.64
263,Port Lincoln,AU,2021-04-23 00:23:36,-34.7333,135.8667,62.56,59,87,8.81
264,Businga,CD,2021-04-23 00:23:36,3.3333,20.8833,71.28,94,90,0.76
265,Pangnirtung,CA,2021-04-23 00:23:37,66.1451,-65.7125,18.23,86,77,4.07
266,Sandwick,GB,2021-04-23 00:23:37,60.0,-1.25,42.8,70,90,4.61
267,Caxito,AO,2021-04-23 00:23:37,-8.5785,13.6643,73.4,88,75,9.22
268,Yar-Sale,RU,2021-04-23 00:20:26,66.8333,70.8333,32.45,88,87,15.14
269,Puerto Cabezas,NI,2021-04-23 00:23:38,14.0351,-83.3888,84.2,79,40,6.91
270,Vardo,NO,2021-04-23 00:23:38,70.3705,31.1107,35.44,71,100,15.84
271,Kutum,SD,2021-04-23 00:23:38,14.2,24.6667,75.96,19,39,8.08
272,Abay,KZ,2021-04-23 00:23:39,49.6311,72.8539,14.0,79,0,6.71
273,Ocampo,MX,2021-04-23 00:23:39,21.65,-101.5,87.01,50,92,17.54
274,Hay River,CA,2021-04-23 00:21:04,60.8156,-115.7999,21.2,58,100,9.22
275,Souillac,MU,2021-04-23 00:19:36,-20.5167,57.5167,75.2,94,75,18.41
276,Ordzhonikidze,KZ,2021-04-23 00:20:05,52.4411,61.7408,44.8,65,100,4.81
277,Liwonde,MW,2021-04-23 00:21:17,-15.0506,35.2035,65.89,93,67,2.21
278,Kirakira,SB,2021-04-23 00:23:40,-10.4544,161.9205,85.35,69,98,6.53
279,Bubaque,GW,2021-04-23 00:23:40,11.2833,-15.8333,78.8,67,57,16.64
280,Vanimo,PG,2021-04-23 00:23:40,-2.6741,141.3028,84.61,67,98,0.98
281,Belyy Yar,RU,2021-04-23 00:23:41,53.6039,91.3903,30.2,51,0,8.95
282,Benguela,AO,2021-04-23 00:23:41,-12.5763,13.4055,79.97,85,100,5.79
283,Korla,CN,2021-04-23 00:23:41,41.7597,86.1469,43.95,42,100,15.95
284,Envira,BR,2021-04-23 00:23:41,-7.3,-70.2167,73.51,96,65,0.58
285,Guilin,CN,2021-04-23 00:23:42,25.2819,110.2864,73.4,83,90,6.71
286,Broome,US,2021-04-23 00:23:42,42.2506,-75.833,37.0,86,90,8.05
287,Pisco,PE,2021-04-23 00:23:42,-13.7,-76.2167,69.01,82,0,18.41
288,Provideniya,RU,2021-04-23 00:23:43,64.3833,-173.3,41.0,48,0,11.18
